CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
101109527,12-31-2015,23:45:00,,,12-31-2015,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,44,INSIDE,BAR/NIGHT CLUB,1007314,241257,40.82884833,-73.91666114,"(40.828848333, -73.916661142)"
153401121,12-31-2015,23:36:00,,,12-31-2015,101,MURDER & NON-NEGL. MANSLAUGHTER,NA,,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,103,OUTSIDE,,1043991,193406,40.69733814,-73.78455674,"(40.697338138, -73.784556739)"
569369778,12-31-2015,23:30:00,,,12-31-2015,117,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,28,,OTHER,999463,231690,40.80260661,-73.94505191,"(40.802606608, -73.945051911)"
968417082,12-31-2015,23:30:00,,,12-31-2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE-HOUSE,1060183,177862,40.65454944,-73.72633879,"(40.654549444, -73.726338791)"
641637920,12-31-2015,23:25:00,12-31-2015,23:30:00,12-31-2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,13,FRONT OF,OTHER,987606,208148,40.7380024,-73.98789129,"(40.7380024, -73.98789129)"
365661343,12-31-2015,23:18:00,12-31-2015,23:25:00,12-31-2015,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",ATTEMPTED,FELONY,N.Y. POLICE DEPT,BROOKLYN,71,FRONT OF,DRUG STORE,996149,181562,40.66502269,-73.95711076,"(40.665022689, -73.957110763)"
608231454,12-31-2015,23:15:00,,,12-31-2015,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,7,OPPOSITE OF,STREET,987373,201662,40.7202,-73.98873508,"(40.720199996, -73.988735082)"
265023856,12-31-2015,23:15:00,12-31-2015,23:15:00,12-31-2015,118,DANGEROUS WEAPONS,792,WEAPONS POSSESSION 1 & 2,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,46,FRONT OF,STREET,1009041,247401,40.84570715,-73.91039803,"(40.845707148, -73.910398033)"
989238731,12-31-2015,23:15:00,12-31-2015,23:30:00,12-31-2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,48,INSIDE,RESIDENCE - APT. HOUSE,1014154,251416,40.85671129,-73.89189996,"(40.856711291, -73.891899956)"
415095955,12-31-2015,23:10:00,12-31-2015,23:10:00,12-31-2015,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,DRUG STORE,994327,218211,40.76561769,-73.96362342,"(40.765617688, -73.96362342)"
731283092,12-31-2015,23:05:00,12-31-2015,23:15:00,12-31-2015,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,41,INSIDE,FAST FOOD,1014216,238784,40.82203994,-73.89173227,"(40.822039935, -73.891732267)"
178090167,12-31-2015,23:00:00,12-31-2015,23:05:00,12-31-2015,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESTAURANT/DINER,988113,206263,40.73282833,-73.98606286,"(40.732828332, -73.986062857)"
898496564,12-31-2015,23:00:00,,,12-31-2015,109,GRAND LARCENY,406,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,,STREET,987215,215403,40.75791569,-73.98929902,"(40.757915693, -73.98929902)"
566081066,12-31-2015,23:00:00,,,12-31-2015,109,GRAND LARCENY,415,"LARCENY,GRAND FROM PERSON,PICK",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,,STREET,987215,215403,40.75791569,-73.98929902,"(40.757915693, -73.98929902)"
584555879,12-31-2015,23:00:00,,,12-31-2015,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67,,STREET,1004325,174113,40.64456205,-73.92766205,"(40.644562053, -73.92766205)"
715942154,12-31-2015,23:00:00,12-31-2015,23:05:00,12-31-2015,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,103,INSIDE,BAR/NIGHT CLUB,1044662,197327,40.70809578,-73.78210174,"(40.708095777, -73.78210174)"
338440707,12-31-2015,23:00:00,12-31-2015,23:10:00,12-31-2015,109,GRAND LARCENY,411,"LARCENY,GRAND FROM EATERY, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,17,INSIDE,RESTAURANT/DINER,993034,214414,40.75519728,-73.96829612,"(40.755197275, -73.968296117)"
433257334,12-31-2015,23:00:00,12-31-2015,23:05:00,12-31-2015,359,OFFENSES AGAINST PUBLIC ADMINI,748,"CONTEMPT,CRIMINAL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,48,INSIDE,RESIDENCE - APT. HOUSE,1014139,251858,40.8579245,-73.89195221,"(40.857924499, -73.89195221)"
761004485,12-31-2015,23:00:00,12-31-2015,23:05:00,12-31-2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,61,INSIDE,RESIDENCE - APT. HOUSE,993932,160170,40.6063089,-73.96513277,"(40.606308897, -73.965132766)"
234892198,12-31-2015,22:55:00,12-31-2015,23:10:00,12-31-2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,102,FRONT OF,DRY CLEANER/LAUNDRY,1022298,186863,40.67949898,-73.86282526,"(40.679498977, -73.862825258)"
231688534,12-31-2015,22:53:00,12-31-2015,22:55:00,12-31-2015,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,71,,STREET,995387,178144,40.65564202,-73.95986308,"(40.655642023, -73.959863084)"
340513307,04-06-2015,12:00:00,04-10-2015,18:00:00,12-21-2015,104,RAPE,155,RAPE 2,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,110,INSIDE,OTHER,NA,NA,NA,NA,
704037588,12-31-2015,22:50:00,12-31-2015,22:57:00,12-31-2015,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,108,,STREET,1012629,212283,40.74930705,-73.89757815,"(40.749307045, -73.897578152)"
549465293,12-31-2015,22:50:00,12-31-2015,22:58:00,12-31-2015,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,RESIDENCE - APT. HOUSE,1018309,183847,40.67123699,-73.8772222,"(40.67123699, -73.877222202)"
693907266,12-31-2015,22:45:00,12-31-2015,22:50:00,12-31-2015,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,73,FRONT OF,PUBLIC BUILDING,1008202,179835,40.66025806,-73.91367114,"(40.660258056, -73.913671137)"
371600116,12-31-2015,22:45:00,12-31-2015,22:50:00,12-31-2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,60,FRONT OF,RESTAURANT/DINER,992099,152792,40.58605959,-73.97174269,"(40.586059585, -73.971742687)"
359273994,12-31-2015,22:45:00,12-31-2015,22:55:00,12-31-2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,68,INSIDE,RESIDENCE-HOUSE,978368,169905,40.63303279,-74.02119331,"(40.633032786, -74.02119331)"
415805453,12-31-2015,22:45:00,,,12-31-2015,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,75,,STREET,1014100,183318,40.6698002,-73.89239755,"(40.669800195, -73.892397547)"
251546004,12-31-2015,22:40:00,12-31-2015,22:50:00,12-31-2015,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BROOKLYN,79,INSIDE,RESIDENCE - PUBLIC HOUSING,998273,193029,40.69649389,-73.94943082,"(40.696493892, -73.949430815)"
624630216,12-31-2015,22:40:00,12-31-2015,22:56:00,12-31-2015,347,INTOXICATED & IMPAIRED DRIVING,905,"INTOXICATED DRIVING,ALCOHOL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,121,,STREET,940334,166826,40.62447468,-74.15820329,"(40.624474678, -74.158203285)"
149811574,12-31-2015,22:37:00,12-31-2015,22:57:00,12-31-2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,1009069,244907,40.83886177,-73.91030606,"(40.838861771, -73.910306061)"
749998471,12-31-2015,22:35:00,12-31-2015,22:41:00,12-31-2015,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,7,FRONT OF,STREET,987559,201831,40.72066379,-73.988064,"(40.720663793, -73.988063995)"
508630273,12-31-2015,22:35:00,12-31-2015,22:53:00,12-31-2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,MANHATTAN,23,INSIDE,RESIDENCE - PUBLIC HOUSING,998437,228299,40.79330094,-73.948765,"(40.793300943, -73.948764998)"
975743412,12-31-2015,22:30:00,12-31-2015,22:45:00,12-31-2015,106,FELONY ASSAULT,106,"ASSAULT 2,1,PEACE OFFICER",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,42,OPPOSITE OF,RESIDENCE - PUBLIC HOUSING,1011824,240352,40.82635144,-73.90036827,"(40.826351439, -73.900368274)"
590638275,12-31-2015,22:30:00,,,12-31-2015,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,,PARK/PLAYGROUND,987964,209889,40.74278087,-73.98659848,"(40.74278087, -73.986598482)"
185691443,12-31-2015,22:30:00,12-31-2015,22:45:00,12-31-2015,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,115,INSIDE,RESIDENCE-HOUSE,1015674,216963,40.76214215,-73.88656651,"(40.762142149, -73.886566512)"
824663386,12-31-2015,22:30:00,12-31-2015,23:00:00,12-31-2015,359,OFFENSES AGAINST PUBLIC ADMINI,748,"CONTEMPT,CRIMINAL",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,42,INSIDE,RESIDENCE - PUBLIC HOUSING,1010337,243009,40.83364866,-73.90573092,"(40.833648657, -73.905730918)"
534959121,12-31-2015,22:27:00,12-31-2015,22:30:00,12-31-2015,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,52,,STREET,1017085,257207,40.87259541,-73.88127618,"(40.872595407, -73.881276175)"
448659551,12-31-2015,22:25:00,,,12-31-2015,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,122,FRONT OF,PARKING LOT/GARAGE (PUBLIC),960587,156875,40.59723849,-74.08520961,"(40.597238485, -74.085209605)"
998429019,12-31-2015,22:22:00,12-31-2015,22:50:00,12-31-2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,1,FRONT OF,RESIDENCE - APT. HOUSE,981309,200788,40.71780114,-74.01061086,"(40.717801138, -74.010610857)"
221366121,12-31-2015,22:20:00,12-31-2015,22:30:00,12-31-2015,105,ROBBERY,399,"ROBBERY,COMMERCIAL UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,72,INSIDE,GAS STATION,978339,174226,40.64489299,-74.02130158,"(40.64489299, -74.021301578)"
280765300,12-31-2015,22:20:00,12-31-2015,22:47:00,12-31-2015,233,SEX CRIMES,681,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,109,INSIDE,BAR/NIGHT CLUB,NA,NA,NA,NA,
915080831,12-31-2015,22:20:00,12-31-2015,22:25:00,12-31-2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,24,FRONT OF,STREET,993373,229301,40.79605784,-73.96705231,"(40.79605784, -73.967052307)"
699918040,12-31-2015,22:20:00,12-31-2015,22:30:00,12-31-2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,RESIDENCE - APT. HOUSE,1018309,183847,40.67123699,-73.8772222,"(40.67123699, -73.877222202)"
492283167,12-31-2015,22:15:00,,,12-31-2015,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,81,FRONT OF,RESIDENCE - APT. HOUSE,1005570,186646,40.67895946,-73.92313612,"(40.678959455, -73.923136122)"
886575789,12-31-2015,22:11:00,12-31-2015,22:15:00,12-31-2015,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,90,FRONT OF,STREET,994735,198544,40.71163617,-73.96218119,"(40.71163617, -73.962181187)"
748742428,12-31-2015,22:10:00,12-31-2015,22:12:00,12-31-2015,107,BURGLARY,213,"BURGLARY,COMMERCIAL,NIGHT",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,112,REAR OF,FAST FOOD,1024527,198372,40.71107861,-73.85472014,"(40.711078612, -73.854720141)"
823000770,12-31-2015,22:03:00,,,12-31-2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,FRONT OF,STREET,1022719,245908,40.84156031,-73.86096955,"(40.841560311, -73.860969547)"
978579954,12-31-2015,22:00:00,,,12-31-2015,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,84,FRONT OF,RESIDENCE - PUBLIC HOUSING,989298,194785,40.70132337,-73.98179571,"(40.701323372, -73.981795711)"
372582288,12-31-2015,22:00:00,12-31-2015,22:19:00,12-31-2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,7,INSIDE,RESIDENCE - PUBLIC HOUSING,987482,198516,40.71156494,-73.98834337,"(40.711564939, -73.988343369)"
598062257,12-31-2015,22:00:00,,,12-31-2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,FRONT OF,STREET,1022719,245908,40.84156031,-73.86096955,"(40.841560311, -73.860969547)"
227323376,12-31-2015,22:00:00,,,12-31-2015,352,CRIMINAL TRESPASS,205,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,47,INSIDE,RESIDENCE-HOUSE,1023291,258416,40.87588847,-73.85882942,"(40.875888469, -73.858829418)"
134672344,12-31-2015,22:00:00,12-31-2015,22:05:00,12-31-2015,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,77,,STREET,1000310,183505,40.67034922,-73.94210756,"(40.670349221, -73.942107558)"
591783875,12-31-2015,22:00:00,12-31-2015,22:05:00,12-31-2015,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,115,FRONT OF,RESIDENCE - APT. HOUSE,1021129,212565,40.7500497,-73.8668991,"(40.750049701, -73.866899103)"
834212518,12-31-2015,22:00:00,12-31-2015,22:19:00,12-31-2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,7,INSIDE,RESIDENCE - PUBLIC HOUSING,987482,198516,40.71156494,-73.98834337,"(40.711564939, -73.988343369)"
368389376,12-31-2015,22:00:00,12-31-2015,22:05:00,12-31-2015,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,73,,STREET,1006523,184026,40.6717658,-73.91970892,"(40.6717658, -73.919708915)"
819217834,12-31-2015,22:00:00,12-31-2015,22:00:00,12-31-2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,101,,STREET,1052790,156203,40.59516056,-73.75320295,"(40.595160563, -73.753202947)"
975280737,12-31-2015,22:00:00,12-31-2015,22:00:00,12-31-2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,83,FRONT OF,STREET,1010977,187768,40.68202442,-73.90363775,"(40.682024415, -73.903637746)"
229815464,12-31-2015,22:00:00,12-31-2015,22:15:00,12-31-2015,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,101,,STREET,1054484,156357,40.59557,-73.74710163,"(40.595569998, -73.747101634)"
609719707,12-31-2015,21:55:00,12-31-2015,22:00:00,12-31-2015,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. HOUSING POLICE,BROOKLYN,90,INSIDE,RESIDENCE - PUBLIC HOUSING,999941,195917,40.70441798,-73.94340884,"(40.704417976, -73.943408842)"
571827799,12-31-2015,21:50:00,,,12-31-2015,678,MISCELLANEOUS PENAL LAW,566,"MARIJUANA, POSSESSION",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,23,FRONT OF,STREET,1000148,228720,40.79445356,-73.94258472,"(40.794453562, -73.942584715)"
864956142,12-31-2015,21:50:00,12-31-2015,22:05:00,12-31-2015,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,81,INSIDE,RESIDENCE - APT. HOUSE,1001964,186902,40.67967007,-73.93613621,"(40.679670066, -73.936136211)"
643336260,12-31-2015,21:46:00,,,12-31-2015,117,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,RESIDENCE - APT. HOUSE,1013371,182883,40.66860865,-73.89502734,"(40.668608646, -73.895027337)"
124480034,12-31-2015,21:45:00,,,12-31-2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,13,FRONT OF,STREET,985572,207670,40.73669095,-73.99523109,"(40.736690946, -73.995231092)"
358737528,12-31-2015,21:45:00,12-31-2015,21:45:00,12-31-2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,113,INSIDE,RESIDENCE-HOUSE,1052151,193948,40.69876695,-73.75512391,"(40.698766949, -73.75512391)"
346268403,12-31-2015,21:45:00,12-31-2015,21:50:00,12-31-2015,117,DANGEROUS DRUGS,521,"CONTROLLED SUBSTANCE, SALE 5",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,120,FRONT OF,STREET,952145,171452,40.63722274,-74.11567772,"(40.637222738, -74.115677715)"
952314337,12-31-2015,21:45:00,12-31-2015,22:08:00,12-31-2015,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,79,,STREET,998173,193694,40.69831932,-73.94979007,"(40.69831932, -73.949790067)"
620980847,12-31-2015,21:45:00,12-31-2015,22:00:00,12-31-2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,72,FRONT OF,STREET,986704,180390,40.66181346,-73.99115628,"(40.661813463, -73.991156275)"
850629480,12-31-2015,21:40:00,12-31-2015,21:44:00,12-31-2015,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,70,FRONT OF,STREET,995665,174040,40.64437708,-73.9588681,"(40.644377079, -73.958868101)"
178774233,12-31-2015,21:34:00,,,12-31-2015,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,121,,STREET,943786,166999,40.62496597,-74.14576895,"(40.624965966, -74.145768952)"
615620286,12-31-2015,21:30:00,12-31-2015,21:36:00,12-31-2015,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67,FRONT OF,TUNNEL,1000312,170808,40.63549872,-73.94213058,"(40.635498723, -73.942130584)"
132175732,12-31-2015,21:30:00,12-31-2015,21:40:00,12-31-2015,361,OFF. AGNST PUB ORD SENSBLTY &,661,"LEWDNESS,PUBLIC",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,103,FRONT OF,STREET,1051397,199636,40.71438486,-73.7577864,"(40.714384863, -73.757786395)"
417177700,12-31-2015,21:30:00,12-31-2015,21:40:00,12-31-2015,109,GRAND LARCENY,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,115,INSIDE,RESIDENCE - APT. HOUSE,1017904,212282,40.7492858,-73.87854006,"(40.749285799, -73.878540057)"
675472343,12-31-2015,21:25:00,12-31-2015,21:30:00,12-31-2015,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,110,INSIDE,RESIDENCE-HOUSE,1020294,209058,40.74042732,-73.86993154,"(40.740427315, -73.869931544)"
466590298,12-31-2015,21:21:00,12-31-2015,21:27:00,12-31-2015,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,1004568,243052,40.83378184,-73.9265782,"(40.833781835, -73.926578199)"
185701487,12-31-2015,21:19:00,12-31-2015,21:21:00,12-31-2015,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,1008355,240738,40.82742105,-73.91290142,"(40.827421047, -73.912901422)"
451003216,12-31-2015,21:15:00,,,12-31-2015,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,69,,STREET,1012081,170936,40.6358209,-73.89972677,"(40.635820897, -73.899726765)"
457509537,12-31-2015,21:15:00,12-31-2015,22:00:00,12-31-2015,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,66,INSIDE,RESIDENCE - APT. HOUSE,986392,171832,40.63832369,-73.99228356,"(40.638323687, -73.99228356)"
526370935,12-31-2015,21:15:00,12-31-2015,21:30:00,12-31-2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,114,INSIDE,RESIDENCE - APT. HOUSE,1003177,219338,40.76869649,-73.9316717,"(40.768696494, -73.931671703)"
184360391,12-31-2015,21:10:00,12-31-2015,21:15:00,12-31-2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BROOKLYN,60,INSIDE,RESIDENCE - PUBLIC HOUSING,989722,155597,40.59376054,-73.98029833,"(40.593760536, -73.980298328)"
153149631,12-31-2015,21:08:00,12-31-2015,21:10:00,12-31-2015,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. HOUSING POLICE,QUEENS,101,INSIDE,RESIDENCE - PUBLIC HOUSING,1052668,161622,40.6100355,-73.75358735,"(40.610035502, -73.753587353)"
561485617,12-31-2015,21:00:00,12-31-2015,21:16:00,12-31-2015,359,OFFENSES AGAINST PUBLIC ADMINI,749,VIOLATION OF ORDER OF PROTECTI,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,47,INSIDE,RESIDENCE - PUBLIC HOUSING,1030304,261267,40.88367976,-73.83345091,"(40.88367976, -73.833450905)"
607105606,12-31-2015,21:00:00,12-31-2015,21:05:00,12-31-2015,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,103,INSIDE,CHAIN STORE,1042160,196842,40.7067813,-73.79113033,"(40.706781298, -73.791130325)"
336855089,12-31-2015,21:00:00,12-31-2015,21:30:00,12-31-2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE-HOUSE,1053830,202244,40.72152437,-73.74898308,"(40.72152437, -73.74898308)"
